x y
39.748427672955984 3.303867403314915
44.77987421383648 1.7790055248618761
39.83228511530399 2.5303867403314895
49.81132075471698 2.7513812154696113
59.706498951781974 3.9447513812154673
59.87421383647799 2.397790055248617
49.91703312176419 4.672896200103034
54.67659284612256 2.698655202430227
59.786120197271984 4.5923149348919
59.786120197271984 5.07580252615871
54.81657989683899 3.5246131708443604
64.82565402306321 4.16926329253344
49.84703959640598 5.7808885967561405
49.63705902033134 6.8284450445008975
69.93518137421263 6.546410616261925
49.84703959640598 5.4182729033060335
59.8561137226302 3.5850491197527123
49.777046071047764 4.975075944644791
59.716126671913784 4.209553925139009
54.886573422197195 5.680162015242223
64.82565402306321 7.775274910731734
59.92610724798841 5.377982270700466
59.8561137226302 7.614112380309463
64.75566049770501 3.5850491197527123
59.716126671913784 5.861469861967276
64.75566049770501 4.49158835337798
64.68566697234678 5.801033913058924
59.8561137226302 3.0008349469719837
59.786120197271984 5.579435433728303
64.61567344698857 3.987955445808387
59.8561137226302 6.8284450445008975
59.716126671913784 2.71880051873301
64.68566697234678 5.458563535911601
69.65520727277979 4.693041516405819
64.96564107377962 7.029898207528733
54.746586371480774 4.068536711019522
59.716126671913784 4.209553925139009
54.81657989683899 5.619726066333871
64.89564754842142 7.7954202270345165
69.725200798138 3.806647599083333
69.86518784885442 5.861469861967276
75.11470225072027 4.350571139258495
49.91703312176419 5.7808885967561405
49.9870266471224 6.808299728198112
69.65520727277979 6.546410616261925
79.73427492436223 6.606846565170274
74.6247475732128 7.97672807375957
74.69474109857101 6.224085555417382
69.79519432349622 9.80995185731289
79.66428139900401 7.4328045335844095
79.87426197507865 7.815565543337301
