filename variable group_id mean sd n r se error_type plot_type
"Screenshot 2019-03-05 11.09.08.png" R overall_activity 0.2831890331890333 0.611098113686833 72 NA 0.07201860335971123 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R overall_aggression 0.27463409606266775 0.611098113686832 72 NA 0.07201860335971111 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R overall_boldness 0.18052978767264505 0.6851706123155403 72 NA 0.08074813103967626 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R one_activity 0.7750979179550608 0.9814606068303678 72 NA 0.11566624175953619 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R one_aggression 0.1120902906617195 1.0370149808018987 72 NA 0.12221338751951001 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R one_boldness 0.411513090084519 1.499968097231316 72 NA 0.17677293551929105 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R two_activity 0.14631003916718233 0.7918408230974722 68 NA 0.0960248044796149 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R two_aggression 0.14631003916718233 0.9898010288718403 68 NA 0.12003100559951863 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R two_boldness 0.1078128220985366 1.1157757052737118 68 NA 0.13530767903945748 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R three_activity 0.21047206761492498 0.8638263524699695 68 NA 0.10475433215957987 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R three_aggression 0.5312822098536387 1.331732293391203 68 NA 0.1614962620793523 CI95 mean_error
"Screenshot 2019-03-05 11.09.08.png" R three_boldness 0.7793753865182438 1.691659940253692 68 NA 0.20514390047917744 CI95 mean_error
